Tweet,Target 1,Stance 1,seen?
Any intervention is a slippery slope to full involvement which is why we should stay as far away from Syria as possible no matter what they do. Lookt at Libya -- we started out with R2P just to save those Jihadist in Benghazi from Qaddafi. Well it quickly morpher into regime change in violation of the UN SC resolution. So we acted outside the law. We didn't care we are the US - we are not bound by any LAW not even one passed in Congress. And regime change in Libya led to the muder of a US Ambassador -- does anyone think that what is about to happen will end any differently. The President will lie to us as we were lied to about NSA and lied to about US intentions in Libya. In another month we will be bleeding and dying in Syria to remove Assad and install Al Nusra in power -- the so called FSA will either defect to Al Nusra or be buthchered by them. This is a disaster in the making for the US.,government investment job program,NONE,1
"I would like to suggest an additional choice. If we are going to subsidize preschool or child care, why not also subsidize parents who want to stay home with their children but can't afford to? We are constantly being urged to copy European measures to provide care for children outside the home, but we are never urged to follow the example of Finland, France, Norway, Belgium and Austria by also providing parental home-care allowances. Why the selectivity? I am afraid it is because while feminism claims to oppose our tendency to hold the work of childcare in low regard - a tendency which predates second-wave feminism - it has done virtually nothing to correct that prejudice. Instead it supports an everybody-into-the-workforce ideology which in turn relies on the availability of underpaid childcare.",home schoolers,NONE,1
No simply answer. I serviced machines at a produce packing plant where all the workers were laid off after a fire. When the plant reopened the black local based work force was replaced with an immigrant crew provided by a labor contractor. The business owner had the opinion that the blacks didn't work hard enough and were a lot of trouble. Five or six of the most reliable blacks were kept. Fifty years ago migrant crews were blacks who followed the harvest seasons up and down the East coast. With liberal welfare policies they could stay in one place. Farmers who still needed workers came to depend on contractors who would supply illegals. Forcing blacks off of welfare and busing them to farm jobs would probably not go over very well. Simply enforcing labor laws prohibiting hiring of illegals is not good enough. They have to be kept out of the country. By simply setting foot on American soil they gain many legal and Constitutional rights.,refugee,NONE,1
I took my required 2 semesters of Spanish in college. I can't say I remember any of it. 2 semesters of a foreign language is required by many colleges. I'm not sure how this proposal is different. I don't think you can demand fluency in a foreign language as a graduation requirement.,jewish state,NONE,1
i absolutely do not think a company should be able to own my dna. I also do not think there can be a monopoly on it. their tests and modifications are different but every company should be able to work with and develop their own tests using any part of our dna to help save our lives. It is also disgusting that they are making it so expensive that most people will not be able to take the test. Companies get a lot of federal grants to do this research and that portion should belong to all of us and we should get a break in price.,government control internet,NONE,1
The code of conduct is a farce -- judges are political animals. They always were and likely always will be. Marbury v Madison shows this. And if anyone had any doubts the blatantly political decision in Bush s Gore proved it when 5 Republican judges put a Republican into the White House.,us diplomatic effort iran,NONE,1
"There are plenty of middlemen who would garner their profits on the increased wages. None would forego their cut -- and the retailer gets the largest share of that. Just when we are finally paying serious attention to getting people to eat more fruits and vegetables in an effort to reduce the costly obesity our society is suffering from, with all its attendant effects. If more people could employ themselves on farms, we might have a better outcome. But our incentives are not set up to promote that. Correct the incentives. We don't need more factory farms.",europe,NONE,1
"I don't think it matters who is doing the work but rather, who is managing the workers and overall spending. We've seen that when things are done in-house (take the MTA, most city-run agencies) they can be an abyssmal failure). But we've also seen the same when it comes to HR and IT functions being outsourced to India, and customers are left haivng to deal with people with huge cultural differences ('yes sir...how are you sir....thank you for asking sir I am well...I can certainly help you with that sir...thank you for providing that informatino sir blah blah), and who have no ability to think but rather are solely reading lines from a manual. What matters most is the intentions of those at the very top. If management truly cares, then the job will be done well no matter what type of workers they hire. And if they don't find the right workers, then they'll keep firing the staff until they do, increasing salaries, or whatever else it takes.",smart phone addiction,NONE,1
"Aron (#36) is right. Not every part of the educational system here in the U.S. is broken. Only those parts that serve the poor are broken. Mr. Canada's suggestion might well be necessary for the schools he oversees. But most schools don't have the same problems, and for them a longer school day seems unnecessary. To bridge the achievement gap, we need to bring the bottom up. The top is for the most part where it ought to be.",gateway drug,NONE,1
"It is quite sad to see a doctor advocate for government coercion for something that every doctor acknowledges has its risks. How would this doctor propose to enforce this coercion, prison terms for parents who refuse to vaccinate? Stalking the kids and vaccinating them in the street? Providing each child with a vaccine record microchip? It would be one expensive government program to run. It seems a lot more reaction would follow and hence some real outbreaks. Peaceful persuasion seems to be a wiser alternative. Or, if an increased compliance is sought for the more serious diseases, such as pertussis, measles, polio, rubella, then offer separate vaccines that fewer parents would object to and eliminate the ludicrous vaccines from the compulsory list, by ludicrous I mean those that clearly might be doing more harm than good as is the case with the varicella vaccine and the hep B vaccines given routinely to babies of non-carrier mothers. The more such vaccines are forced, the more families react by complete refusal of vaccines.",renewable energy source,NONE,1
"""It would be similar to pushing back the outfield fence in baseball, and nobody wants to see fewer home runs."" Right on one count, wrong on the other. Hey, I know, let's lower the rim so everyone can dunk. Then it'll be even better, right? The assumption that fans are too stupid to appreciate nuance is why modern basketball is a dunking contest, modern baseball is a home run derby, and I've lost my patience with both. I can't be alone.",terrorism,NONE,1
"Without government to ensure their behavior, companies will attempt to make a profit even to the DETRIMENT of the society that supports the business. We have seen this in the environment, in finances, in their treatment of workers and customers. Enough.",public preschool,NONE,1
"There a debate about this? Of course charter schools are cherry picking. I live right in the middle of charter school and quasi-charter school heaven in Arizona, and cherry picking is exactly what's going on. If the parent's not engaged, the child doesn't get in in the first place. If the child's not engaged or disruptive, the child is O-U-T out, pronto.",child,NONE,1
"Seems a bit silly, perhaps tongue in cheek. How to force people to fight who don't want to fight? Bottom line is that none of the people appearing in Europe and demanding asylum are refugees, since the Syrians all had places of refuge (Turkey, Jordan, Lebanon, etc.) and left those places of refuge as economic migrants (preferring German welfare to Turkish welfare, as would any rational human being). As for the non-Syrians, including various draft dodgers, they were not even refugees to start with.",dream,NONE,1
"Israelis would become the minority in a single state, subject to whatever retributions desired by the majority Palestinians. Palestinians would remain second class citizens by virtue of the Israelis having developed both a wealthy economy and having developed and controlled both the modern infrastructure, businesses, and public institutions. The Palestinians would have to be given much of what is in Israeli hands and help them to learn how to manage it and money to support the transition from taxes upon the more well to do (Israelis) to achieve equality in a single state. That's a lot of potential pain and loss for Israelis in a single state.",casino,NONE,1
"I grew up in Europe and nowadays not one but two languages are required to get a college degree. In fact, to get a decent job. I understand we have multiple languages there but I would have never been able to find a job and do any international work without it. Now that I live in the US and work at a multinational company, it would be even better to know more languages like Spanish or French...so I applaud the colleges who recognize and require that.",legitimate threat,NONE,1
"Hmmmm.... I didn't use the police's services this year - I should get a tax break! I didn't use the fire department this year - I should get a tax break! I didn't fly anywhere this year - I should get tax breaks, locally for not using our airport, and federally, for not using the air traffic control and navigation systems. Pretty foolish to believe that, not making using of a community resource should exempt us from having to contribute to the community. We are still a community, aren't we?? Well, aren't we?? Kind of makes me wonder.",high school hour,NONE,1
"I admire vegans because they've chosen a challenging lifestyle requiring a lot of work, discipline and attention. I tried it briefly because I'm so repulsed by the idea of eating a dead animal. It's so primitive. But after a few weeks of veganism I craved dairy foods so much that I couldn't think straight. So I gave in, and drink milk and eat cheese and eggs. And when I have an overwhelming desire for some meat I eat just a very small amount. Judging from my experience, I'm left with the feeling that humans should perhaps evolve biologically, slowly, and wean themselves from meat over many years. Accent plant foods and cut meat servings to half, for starters. I do believe there will come a time, perhaps 100 years from now, when humans will look back on meat eating with disgust.",tax break,NONE,1
"I don't think the broken windows theory itself is bad, I think there is a lot of validity to it.Having lived in marginal areas, things like graffiti, kids hanging out where they shouldn't, attractive nuisances, make a big difference in how a neighborhood functions. That said, what is old is new. Ask any long time New Yorker, and they will tell you about the beat cop, who knew what was going on, and knew who were the troublemakers, and knew how to deal with them appropriately. While it is a different era now, someone with a quality of life crime (like selling illegal cigarettes) can be dealt with by basically telling them to get lost and not show his face on 'his' street again. There are ways of using the force and power of the law without arresting people. If the person doesn't get the hint, or otherwise acts out, you always have the arrest as a backup, but most low level people will avoid the confrontation.",veganism,NONE,1
"I have both an EU nation passport (recently acquired) and a US passport. Note that the EU nation was very happy to give me a passport and citizenship card at their NYC consular offices once the proper paperwork was done. Let me guess; everyone against dual citizenship is afraid of a) commies b) educated folks leaving the US c) educated folks STAYING in the US. You know, the old USSR had the same additude: ""We're the best place in the world, and to prove it, we're going to force you to stay here."" No thanks. Given that I will probably have no pension and no Social Security in the US, I very much like having the option of retiring to an assisted-living intentional community somewhere more enlightened.",affirmative action race,NONE,1
"These obstetricians condescendingly say they even ""have a midwife teach our residents at NewYork-Presbyterian. "" This is like the racist or homophobe who says ""I have a Black friend / Gay cousin"". These men make their living by insisting that birth requires hospitalization and surgical intervention, so their opinions are not without bias. Anyway, all three of my children - the youngest is 31 and was born at home with a nurse midwife attending- are doing nicely. Thanks for your concern, doctors.",u.s,NONE,1
"Violence is inherent in the sex industry only in the same way that criminality is inherent in business in Russia. All private business in Russia was illegal under communism, so when communism fell, the first and strongest entrants were people from criminal backgrounds who had already been engaging in it illegally. They have not yet lost control; not enough time has passed. Similarly, because prostitution has been illegal in many places, even where it has become legal, there is a tendency for it to initially be dominated by the sometimes violent pimps who prevailed when it was illegal. As time passes, in large areas where it is fully legal, it will become less dominated by the criminal element and less violent (although it will never cease to be unpleasant in other ways).",sanction,NONE,1
"What part about the First Amendment does the Transit Authority not get? The government may not interfere with freedom of expression. No need to talk about hate speech or other governments or cultures here - we have a culture that offends others because we do not allow any one group to be beyond criticism or protest. An ideal that we do not always live up to, but one which we never cease to strive towards. Free speech is either free or not.",illegal immigration,NONE,1
"Having had my kids when I was 35 and 37 and having spent the day of my 50th birthday enduring the full on meltdown of a thirteen year old I came to the conclusion that women should have their only or last child when they are no older than 32. That way when you turn 50 your only or youngest child will be 18 and it can be a watershed moment for both of you. I said this to my dentist once as she was saying that she wasn't quite ready to have a baby yet, and I told her that in the early years it doesn't matter in terms of your energy for running around the playground if you are 35 or 40, it's later on when it matters and I felt like after the appt she ran out of the room to run home and get pregnant. But truly, even if you can get pregnant later and have healthy babies, it is brutal dealing with teens when you are going through your own changes.",right,NONE,1
Many people are uninformed about diet and lifestyle to promote optimum health. Less is being taught students of today than was taught when I was in school (in the 40's and 50's). The agriculture/food industry and the medical community have been promoting the values of greed rather than health. Our car culture has taken the most healthful exercise from many of us -- walking.,arm,NONE,1
"One way Americans can change their diets is to do it ONE small step at a time. For example, I decided to drink green tea in the morning, instead of a coffee latte. Later, I decided to substitute iced water for soft drinks. Another change was whole wheat thin buns for sandwiches, instead of regular bread. Instead of yogurt with lots of calories and sugar, I now eat plain, non-fat Greek yogurt mixed with fresh fruits like blueberries or bananas. Each change was painless and over the years the weight melted away, until I reached a BMI number of 22. I think I would have been discouraged if I had tried to make all the changes in my diet at once. It would have seemed too hard.",grade college,NONE,1
Jesus Christ is a Jew. He preached in Jerusalem. Mohammed arrived centuries later. He overtook Jerusalem. Jesus is the Prince of Peace. Mohammed is the God of War. America was founded on the teachings of Jesus. Our Constitution guarantees freedom of religion. We uphold and honor that freedom today. Islam does not teach freedom of thought. Saudi plays both ends against the Middle. America must take a stand. Protect our rights. Move our Embassy to Jerusalem.,chinese school,NONE,1
"The whole world of nutrition is a mind field for most. Most of our meats are and fowl are raised in a manufactured environment. We have no idea what these animals and fowl are fed or injected with. We assume our vegetables and fruits are free of pesticides, who knows. Then of course we have fructose and sugar in almost everything produced for consumption. Labels are simply mind boggling as they will state ingredients, but there is no reference compared to what. Example when you see the sodium content, the culprit of High blood pressure , what % is dangerous?",privatization,NONE,1
"According to Professor Cowen, ""Money is ultimately a more egalitarian force than privilege, as everyone's greenbacks are worth the same."" The reality is quite the opposite: money is far more authoritative than egalitarian, as those with the most money will always win in this situation. Everyone's greenbacks may be worth the same, but those with more greenbacks will be worth more. Therefore, the current system may be a pain, but it is far more egalitarian in its fairness than a system that allows those with the most money to go to the head of the line.",control,NONE,1
Companies are taking few steps to protect themselves from having sensitive consumer information hacked because they have no obligation to safe guard that information and no liability if it gets stolen and used to the consumers detriment. Corporations always object to telling consumers the truth about anything from whether or not their food contains GMO to whether their personal information has been stolen by a hackers. The reason for resting disclosure is almost always: the danger presented by the hacking or the GMO. Is overblown or doesn't exist. I guess the idea is what you don't know won't hurt you. Of course we all know what you don't know can hurt you very badly. Corporations should be required to notify consumers immediately if their information has been stolen and should be required to provide protection to those consumers from identity theft and compensation if it does that includes any losses and the cost of cleaning up the mess. Until that happens companies won't do anything about real security for consumers' information.,curriculum public school,NONE,1
"We hear pompous talks every year at the UN General Assembly about the inalienable rights of the citizens of our planet, except that those talks never seem to include the rights of the Palestinian person! Palestinians must be from some other planet, it seems! We have to check the make-up of their DNA!",new employee,NONE,1
"I'm on the side of (at least) minimum wage. But I want to raise a different issue. Since when do we owe the bakery clerk a tip? The coffee barista? Every place you go up to a counter, place an order, pick it up yourself, clear your own table--has a tip jar. Should we have tip jars for librarians? Grocery checkers? Shoe sales people? The whole thing is insane. People should work for wages, and employers should pay them. If that means the product costs more, we have a choice about consuming/buying it. PS I had my days as a waitress. So has my daughter. I understand that if you're paid no wages, you depend on tips--and I tip in restaurants. But I don't think it's the right system.",positioning us embassy tel aviv,NONE,1
"Playing Varsity Lacrosse in college saved me. It was the very best thing I could have done. It kept me focused, gave me a great group of friends, challenged me both physically and mentally, taught me a lot about trust and teamwork and propelled me through school. It was an incredible outlet for my energy and competitive spirt. I still to this day, believe many of my personal and professional strengths were developed by playing sports. The NCAA, without a doubt, needs to change. There is far too much money spent around the NCAA and the culture at top levels can be nasty and unattractive. But that doesn't that mean that Varsity Sports should be cut from colleges and that Varsity athletes should be punished. The NCAA needs reform as a whole-- sports need to be taken off the peddle stool that they currently stand on. But the importance of sports for many shouldn't be forgotten-- it is just as important as the arts and academia. The debate shouldn't be if varsity sports should be cut-- but how to reform the NCAA so that all schools can keep varsity sports without spending so much money.",medical website,NONE,1
"This is a pretty offensive and inaccurate view. To compare home birthers to vaccine deniers is absurd. Hospitals have an increasing rate of cesarian births, which pose an increase risk to the mother, with 3 times the mortality rate of a vaginal birth. Transfer rates of home births are about 2-3%, meaning there is about a 97-98% chance of a vaginal birth for a baby born at home, a far safer option for the mother. Here are a couple facts to balance out these doctors inaccurate and out of date views: From the CDC: Number of vaginal deliveries: 2,642,892 Number of Cesarean deliveries: 1,284,339 Percent of all deliveries by Cesarean: 32.7% From Wikipedia: In those who are low risk the risk of death for Caesarian sections is 13 per 100,000 and for vaginal birth 3.5 per 100,000 in the developed world. The UK National Health Service gives the risk of death for the mother as three times that of a vaginal birth",mandatory child,NONE,1
One of the biggest causes of the decline in the Bar pass rates is the spread of for-profit law schools. Their pass rates are always the lowest in the state and they have the highest default rate on loans. The most obvious first step is for the government to stop insuring any loans to for profit schools.,attack,NONE,1
"Republican support Home-Schooling because: -a) Religious freaks likely to be Ultra conserrvative will increase their ranks -b) People who canno't even afford public school, will try to educate their kids themselves which will lead to a nation of analphabetes easily manipulated by Fox, cnn and the like",home schooling,NONE,1
"What is the outcome of those students expelled from charter schools? Where do they go and where do they end up? I see the extra suspensions in charter schools as a failure of the business model and as a business, they should be liable for the results and restitution from the charter school is in order.",vaccination,NONE,1
"Palestine should be recognized as a state when its inhabitants become more interested in statehood than in destroying a neghboring state; or as Golda put it a few decades ago, ""...when (they) begin to love their children only half as much as they hate (us) . ..""",employee right,NONE,1
"Legal immigration is not the issue. Illegal immigration is the issue. Arguing that legal immigration and illegal immigration together sometimes produce positive results is irrational. We can have legal immigration without illegal immigration. The truth is that students whose families immigrate legally from Europe, Asia and Africa-but not Latin America-to the United States are more likely to graduate from high school than native-born students while students whose families immigrate illegally are far more likely to drop out than native-born students.",kid,NONE,1
This argument is pure nonsense and NY Times readers deserve better. Migrants coming from the safety of Turkey are not in search of safer zones. Migrants who refuse to come to France because they want to go to Germany are not in search of safer zones. Migrants who bully their way to their desired destination are not in search of safer zones. Please stop trying to shove this argument on readers. Just because you repeat it does not mean it becomes any more believable.,israel,NONE,1
I believe there are no hard rules regarding parental involvement with homework. What is being overlooked in this discussion is the insight parents can get into so many aspects of their child's development including: 1) Academic progress in different subjects 2) Developing interests in potential careers 3) Relationships with teachers and even school peers 4) Early warnings of problems in school or more personal issues. Hints about all these issues can be discerned by the parent who takes time to help their children with homework which can even be just a guise for LISTENING. Homework involvement was a great opportunity to learn how our kids were doing.,problem,NONE,1
"I think not. They and their parents make the decision not to be a part of the classroom experience. Those reasons do not disappear after class. Team sports is just that, being a part of the team. That means being in the Class Room, in the school activities. Showing up for practice and the games is only a small part of being a team player.",bar,NONE,1
"Finally, someone who wants to succeed within the context of our laws. We also need to look at perverse incentives, like unemployment benefits not tied to taking farming jobs. Keep up the good work, Mr. Shute. Hopefully, you will have less competition when your competitors who use illegal labor are put in jail.",unemployment benefit,NONE,1
The borders must be closed. PEople should be stopped from going there and coming from there or pretending to. Refugee intake must be radically reduced. We are playing with fire people. Europe will fall apart if this flood of angry people continues. The right will rise up. Europeans are seeing their cities destroyed.,free speech,NONE,1
"In 1860, the US Census reports that less than 2% of the census populations owned even one slave. Even in the Deep South, less than 4% of the population owned a slave. And, history shows that amongst the Southern slave owners were Blacks and African Americans. When one considers that most of the wealth generated by the industrial revolution occurred in the slave free North, it's hard to agree with the author's statement that ""...much of the wealth enjoyed by"" the US was gained through the slave trade. Overall, out of the 12-15 million Africans transported to the Americas, less than 4% ended up in British North America or the subsequent US. It would make as much sense for African Americans to seek reparations from the West African kingdoms that captured the slaves and sold them to European slavers.",happy hour,NONE,1
"The issue isn't whether or not Cuba has a good economic system and cronies in high political office, the issue is what is the most efficacious way to encourage reform in Cuba? Clearly your way isn't working, and it has been given 50 years. Remember the definition of insanity. Furthermore, 99% of the world, as you correctly point out, believe sanctions are a bad idea. Hmmm...",farm,NONE,1
"I would argue that, at least on the Gulf Coast, the government DOES compensate coastal residents for the use of their land. They are compensated in the form of aid whenever a hurricane destroys their beach houses. Seems to me a small price to pay to allow people to walk on the beach behind your house. (I would, however, understand if beachfront owners pushed for strict rules concerning the use of those beaches: curfews, open container rules, and that sort of thing). . Me, I'll avoid the whole problem when I buy a weekend house for my family. We'll buy on a lake instead of on the ocean. No beach to worry about, and no hurricanes....",home schooling,NONE,1
"Why are savings in CD's and banks (Paying 0.2%) taxed as ordinary income? Is this not earnings that have already been taxed? The answer of course is because only the working poor and non savy save this way. For people like Mitt who game the system in hedge funds, his carried interest interest (earnings from managing others money) is taxed at 15 percent. The entire system is a joke.",homeschooling,NONE,1
"Exxon provides a public good, too. Our economy would stop without gasoline and other petroleum products. What people object to about huge college endowments is the sense they are more about hoarding and bragging rights than providing scholarships. Harvard is holding $30 billion. That money could provide an education to tens of thousands of students at many universities, but instead serves as a line item in the US News ranking of colleges suggesting that Harvard provides a superior education because they have this hoard. States should require these institutions to spend more of their endowments on services or, if they can't, share the money with other colleges or the state.",cat,NONE,1
"But let's stop taxing reinvestment and the effects of inflation, which really are not gains. If someone sells stock A and uses all of the proceeds to buy stock B, the seller has reinvested. Why are we de-incentivizing reinvestment. If stock C appreciates only by an amount corresponding to the rate of inflation, it's also not a gain. The solution is to replace income taxes by sales taxes, with exemptions for necessities, no matter who purchases them. Then those who don't buy luxuries would pay no taxes at all.",restaurant,NONE,1
"If we just had millions upon billions living in unindustrialized countries or places in which people had no discretionary income to participate in a consumer society, Erhlich would have remained wrong. But societies around the globe have changed, and everyone desires a higher standard of living. Now Erhlich is right. Okay, let's make an effort to reduce consumption. But does not our economy and our whole way of life rest on the foundation of a consumer society? Without the populace subscribing to and participating in a society dedicated to making or marketing things and buying them, how do we structure society then? What do people do in lieu of buying stuff? How is power accorded and meted out? How do people obtain the necessities? How do they generate income? I would suggest that there is more to the challenge than ""to fix capitalism by encouraging innovation in the technologies that can deliver a liveable world. "" There will have to be a philosophy with which to address nature and the universe, for both the powers-that-be and hoi polloi.",private beach,NONE,1
"I'm on the side of (at least) minimum wage. But I want to raise a different issue. Since when do we owe the bakery clerk a tip? The coffee barista? Every place you go up to a counter, place an order, pick it up yourself, clear your own table--has a tip jar. Should we have tip jars for librarians? Grocery checkers? Shoe sales people? The whole thing is insane. People should work for wages, and employers should pay them. If that means the product costs more, we have a choice about consuming/buying it. PS I had my days as a waitress. So has my daughter. I understand that if you're paid no wages, you depend on tips--and I tip in restaurants. But I don't think it's the right system.",intervention,NONE,1
"Exactly, right on target. I do believe this view will become more prevalent as we go along. In particular, MJ's viable substitute for opioid use to treat pain will probably become well known and received as a blessing. The table is turning right now. Let's see how it plays out.",value effectiveness college,NONE,1
"Is this doofus for real? Did no one explain to him the logical fallacy of confusing correlation with causation? I have freshman students who can dismantle this laughably flawed reasoning...in fact, I may just have to borrow this article for new students in my logic course to practice on.",dual citizenship,NONE,1
Unions are an endangered species. People are working longer for less pay. Benefits have become a thing of the past. Fire-at-will policies keep people under even more stress. The fact that people are making the best of their bad situation speaks to the resiliency of the human spirit far more than it is a defense of our new American serfdom.,immigration reform,NONE,1
"I think generally it is safe to leave it with the experts. I would like to know, though, if anyone has ever experienced over-salting by a chef. I had one bad experience where the food was exteremely over-salted. Not that all of them smoke, but I've wondered on occasion whether smoking habits can sometimes affect the palette of chefs.",salt,NONE,1
"If the function is a basic governmental function, the job surely can be done most economically with direct government supervision of the employees doing the job. With privatization there is profit and the overhead of having goverment agents doing the contracting and overseeing the contract. When the Ohio governor wants to sell publicly-owned prisons to private contractors and says that then they become profitable, it says to me that the governor's thinking is not working well. Who pays the bill to the private contractor? -- the government! Plus some profit, and the overhead of competing the contract and overseeing that the contract is being properly carried out!! Also, contracting out jobs opens the door for politicians giving the contracts to favorites. Civil service regulations prohibits some corruption with direct government employees.",voting right criminal,NONE,1
"So much of the debate focuses on when to give birth. Very little discussion addresses what happens next. I had my two children in my mid-thirties; quite the norm for professional women. Now I am in my fifties, dealing with teenagers who need me almost as much as an infant does-late nights, multiple crises, job interruptions, feeding, talking to, sturm und drang; as well as aging parents who also delayed childbirth till later in life. My husband's and my parents are older than most, more fragile, grappling with health issues, dementia, financial, housing, and end-of-life difficulties. They need every bit as much attention as our teenagers do. As do our careers, at peak. So which of these competing interests gets short- changed? There isn't a day that goes by that I don't wish fervently I'd had my kids in my twenties. They'd be grown by now, and I could take at least one thing off my plate. I am tired. I'd love to be able to kick back and enjoy grand kids and nothing else.",kid,NONE,1
"I think this is absolutely wrong that he was fired. What he burned was nothing more than a 'symbol"", albeit a very important one to some people. Should people be fired for burning a country's flag? What about an image of Obama? Or an image of the Flying Spaghetti Monster? Should people be fired for writing an Editorial that says bad things about the pope? This is SOO wrong and is indeed a slipperty slope. But nothing more than political correctness run amok, and more than anything, a sign of how much we FEAR those Muslims who are extremists. Clearly the firing of this guy was nothing more than a P.R. ploy to send a MESSAGE to the radicals: ""please don't align our company or organization with this particular individual. Do whatever you want to this individual but please leave our offices and the rest of our employees alone.""",income,NONE,1
"I personally believe that whatever the outcome of the civil war, the one outcome which would lead to a much wider and more destructive war would be a true victory by Assad's forces which would empower Hezbollah and project Iranian power through its erstwhile clients to the shores of the Mediterranean. This is a truly regionally destabilizing possibility which would present many powers in the area with difficult potentially war causing choices. That fear draws ample support from the powers that most fear that outcome and it tends to place those resources in the hands of the most destabilizing forces in the opposition which include the most militant of islamists and those bearing the greatest ressentinent against Shiites and minority groups in Syria. The only way to stanch that flow of resources is to at least supply the most acceptable opposition forces and to marginalize the more dangerous opposition actors. What all this means is that intervention is inevitable and that the cost and complexity of intervention only increases with time. Our response to this crisis will be studied for decades as the primary example of how nonintervention bears the same if not greater human costs as intervention.",civil war,NONE,1
"I'm in my Junior year in High School, and I take the hardest courses my school offers. I average 8 hours of homework every night with 6-7 hours of school in a day. I also work about 3 hours a day. I do not sleep. I spend most of my weekend sleeping, until Sunday where I do 12 hours of homework. I love school and I love learning, and I'd argue the school day needs to be extended. The teachers do not have enough time to teach us all we need to know, especially in AP courses. Thus, we have an incredible amount of homework, depriving us of sleep, and leading to the negative consequences Ms. Carskadon warns. So, as long as teachers have more time to teach while at the same time giving less homework, I'm all for extending the school day.",school,NONE,1
"Having left NYC many years ago, I eventually came to live in a city of 40,000 that through the generosity of a patron secured the talents of the mid 20th century 'starchitects' and prominent firms. Today this small city and its architectural treasures is an international destination for those interested in architecture. Other than the large cities, where else can you find a collection of work by Saarinen, Venturi, Pei, Meier, Polshek, Stern, S.O.M., Pelli, Weese, Gwathmy, Barnes, The Architects Collaborative and sculptors like Henry Moore, Jon Tinguely, Chihuli. Obviously, none were local.",mother teresa,NONE,1
"Lentils, whole beans, millets are great sources of B vitamins, their bioavailability increases if they are soaked overnight. Millets can even be sprouted then pound into a flour, they are gluten free. Some millets contain high amounts of calcium as well. Quinoa is another rich source of nutrition all around. As far as brain food is concerned, dairy and dairy products make up for lack of meat protein. However for stric vegans who exclude fairly products or those with lactose intolerance, meat and meat products is a good option. Being flexible is a great thing, being too strict or restrictive doesn't help anyone. Moderation is key, mix of vegetarianism, non vegetarianism is awesome, if one is willing to be flexible. Life is colorful not black and white so why limit food?",antidepressant,NONE,1
"A retired teacher who observed, and often mentored, many Teach for America teachers, I whole-heartedly support Ms. Crocco's observations. In what other profession would it be assumed that minimal training, no matter how well-educated one happens to be, is sufficient to enter the field: law, medicine? The fact we not only allow it, but encourage such an approach in eduction to me says a great deal about how teaching is viewed in this country, that is, it is not truly a profession. One will never build a first-class educational system based on this widely held conviction. For further thoughts, I refer the reader to the book by Diane Ravitch (one of the best historians of American schools) The Death and Life of the Great American School system.",none,NONE,1
"The whole media mess surrounding the royals is a consequence of the promotional fervor with which royal households (aka, public relations experts) developed stage-set performances for the public to devour. Prior to the Victorian era, those elaborate and lethally expensive weddings, coronations, and funerals - and the fairy tales that went along with them - just didn't exist.",flag burning,NONE,1
"I agree 100%. I believe everyone, not only babies or children, need a balanced healthy diet. Like the author states, our bodies are designed as omnivores. To go against nature is going against the unchangeable law. We cannot change how we are designed, or what we need to survive healthy. It is the way of life. Nothing artificial is ever an adequate substitution. The 'real deal' is much preferred, and in this case, much healthier.",teacher code conduct,NONE,1
"I don't think she or her children should given up her Swiss Citizenship. God forbid, if there comes a time where her or her families health goes south, she would at least have an alternative, than to be at the mercy of the American Health insurance system that will turn her away, if her claim hurts their bottom line. While she may have campaigned against Obama/Romney care and helped watered it down, that its no where close to what it could have been, I would really relish her hypocrisy to be thrown into the face of those idiot supporters who rallied to her side against this administrations health care reform. While her family can take advantage of another countries socialist system, her supporters are stuck with crippling debt or the prospect of being denied life by the insurance companies.",tax break,NONE,1
"At last! Someone is talking about Iran in relations to its ally Syria. But the last thing we need is some armchair warmonger suggesting we exploit Syria to bring Iran to heel. This is exactly the wrong prescription. It will stir the pot in the region even more. The US has yet to respond (in public, at least) to the election of a relative moderate as Iran's president. Iran has shown some embarrassment at the use of chemical weapons in Syria. A bit of diplomacy would be in order. President Obama should pick up the phone and call his Iranian counterpart; it's entirely possible that Iran could be persuaded to help broker some kind of settlement in Syria. There's at least some chance it might work; the odds are much better than those of a missile attack calming things down. The chances of that are zero.",useful excercise college student,NONE,1
"Marijuana is no more a gateway drug than alcohol or milk for that matter. Addiction disorder comes in many forms, but it is the mental disorder that requires our attention and not the vice. Haven't we wasted enough time, money and lives to learn this lesson???",ca farming mechanization,NONE,1
"The repeated tactics by many food companies to find new ways to promote products that can be misleading to consumers is often shameful and deep rooted as one of the ways to battle the effects of growing health concerns. As more and more people try to change their eating habits it is critical that labels are clear, easily understood and enforceable. Proper labeling is one of the ways to ensure that consumers have the information needed to make informed and accurate decisions.",charging extra different item restaurant,NONE,1
